V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
33,admin.,married,secondary,yes,-675,yes,no,unknown,28,may,245,2,-1,0,unknown,1
27,management,single,tertiary,no,3104,yes,no,unknown,28,may,160,2,-1,0,unknown,1
44,technician,married,secondary,no,398,yes,no,unknown,28,may,140,5,-1,0,unknown,1
56,technician,divorced,secondary,no,77,yes,yes,unknown,28,may,25,2,-1,0,unknown,1
50,technician,divorced,unknown,no,2706,yes,no,unknown,28,may,179,3,-1,0,unknown,1
54,management,divorced,tertiary,no,192,yes,no,unknown,28,may,157,3,-1,0,unknown,1
33,admin.,married,tertiary,no,957,yes,no,unknown,28,may,361,4,-1,0,unknown,1
51,blue-collar,married,primary,no,593,yes,no,unknown,28,may,157,2,-1,0,unknown,1
32,management,single,tertiary,no,1493,yes,no,unknown,28,may,65,11,-1,0,unknown,1
32,blue-collar,married,secondary,no,0,yes,no,unknown,28,may,386,3,-1,0,unknown,1
35,blue-collar,married,primary,no,51,yes,no,unknown,28,may,593,2,-1,0,unknown,1
47,technician,married,secondary,no,-938,yes,no,unknown,28,may,176,2,-1,0,unknown,1
49,blue-collar,married,secondary,no,457,yes,yes,unknown,28,may,189,2,-1,0,unknown,1
54,technician,married,tertiary,yes,337,yes,no,unknown,28,may,302,2,-1,0,unknown,1
31,admin.,single,tertiary,no,1531,yes,no,unknown,28,may,48,5,-1,0,unknown,1
26,services,married,secondary,no,33,yes,no,unknown,28,may,51,4,-1,0,unknown,1
42,technician,divorced,secondary,no,0,yes,no,unknown,28,may,471,2,-1,0,unknown,1
45,technician,single,tertiary,no,5336,no,no,unknown,28,may,99,2,-1,0,unknown,1
36,technician,married,secondary,yes,947,yes,no,unknown,28,may,452,2,-1,0,unknown,1
40,admin.,married,secondary,no,2,no,no,unknown,28,may,187,3,-1,0,unknown,1
45,admin.,married,secondary,no,935,yes,yes,unknown,28,may,22,7,-1,0,unknown,1
27,management,single,tertiary,no,731,yes,no,unknown,28,may,335,2,-1,0,unknown,1
51,blue-collar,married,primary,no,-1,no,no,unknown,28,may,110,8,-1,0,unknown,1
30,technician,single,tertiary,no,419,yes,yes,unknown,28,may,299,3,-1,0,unknown,1
28,admin.,married,secondary,no,22171,yes,no,unknown,28,may,85,3,-1,0,unknown,1
32,self-employed,married,secondary,no,-33,yes,no,unknown,28,may,234,3,-1,0,unknown,1
57,admin.,divorced,secondary,no,-140,yes,no,unknown,28,may,264,2,-1,0,unknown,1
31,admin.,married,secondary,no,439,no,no,unknown,28,may,233,4,-1,0,unknown,1
47,technician,married,unknown,no,-598,yes,no,unknown,28,may,239,4,-1,0,unknown,1
34,blue-collar,married,secondary,no,261,yes,no,unknown,28,may,611,3,-1,0,unknown,1
50,blue-collar,married,secondary,no,-160,yes,no,unknown,28,may,600,2,-1,0,unknown,1
33,admin.,single,secondary,no,322,yes,no,unknown,28,may,266,4,-1,0,unknown,1
25,blue-collar,married,secondary,no,1025,yes,no,unknown,28,may,478,2,-1,0,unknown,1
39,blue-collar,married,secondary,yes,-931,yes,no,unknown,28,may,92,5,-1,0,unknown,1
37,admin.,married,secondary,no,-107,yes,no,unknown,28,may,158,2,-1,0,unknown,1
40,management,married,tertiary,no,481,yes,no,unknown,28,may,198,2,-1,0,unknown,1
43,admin.,married,primary,no,-516,yes,no,unknown,28,may,438,2,-1,0,unknown,1
32,self-employed,married,secondary,no,610,yes,no,unknown,28,may,75,6,-1,0,unknown,1
25,blue-collar,single,secondary,no,579,yes,no,unknown,28,may,225,4,-1,0,unknown,1
34,blue-collar,married,secondary,no,225,yes,no,unknown,28,may,342,2,-1,0,unknown,1
30,blue-collar,married,secondary,no,1780,yes,no,unknown,28,may,116,12,-1,0,unknown,1
41,services,married,secondary,no,803,yes,no,unknown,28,may,88,3,-1,0,unknown,1
36,blue-collar,married,secondary,yes,-347,yes,yes,unknown,28,may,109,3,-1,0,unknown,1
28,admin.,single,secondary,no,1238,yes,no,unknown,28,may,252,2,-1,0,unknown,1
29,blue-collar,single,secondary,no,992,yes,yes,unknown,28,may,456,2,-1,0,unknown,1
30,blue-collar,married,primary,yes,0,yes,yes,unknown,28,may,92,5,-1,0,unknown,1
22,student,single,secondary,no,489,no,no,unknown,28,may,223,5,-1,0,unknown,1
28,blue-collar,married,secondary,no,-717,yes,no,unknown,28,may,148,3,-1,0,unknown,1
27,blue-collar,single,primary,no,3955,yes,no,unknown,28,may,205,3,-1,0,unknown,1
31,blue-collar,single,unknown,no,667,yes,no,unknown,28,may,80,3,-1,0,unknown,1
42,unemployed,divorced,secondary,no,325,yes,no,unknown,28,may,97,4,-1,0,unknown,1
32,technician,married,tertiary,no,3538,yes,no,unknown,28,may,95,5,-1,0,unknown,1
25,blue-collar,married,secondary,no,192,yes,no,unknown,28,may,357,3,-1,0,unknown,1
55,services,divorced,secondary,no,2166,yes,no,unknown,28,may,23,17,-1,0,unknown,1
33,services,married,secondary,no,-384,yes,no,unknown,28,may,513,2,-1,0,unknown,1
45,services,single,secondary,no,1377,yes,no,unknown,28,may,171,5,-1,0,unknown,1
43,blue-collar,married,primary,no,50,no,no,unknown,28,may,90,8,-1,0,unknown,1
32,blue-collar,married,secondary,yes,-354,yes,yes,unknown,28,may,51,2,-1,0,unknown,1
51,entrepreneur,married,unknown,no,606,yes,no,unknown,28,may,560,9,-1,0,unknown,2
35,blue-collar,married,secondary,no,120,yes,no,unknown,28,may,245,2,-1,0,unknown,1
44,technician,divorced,secondary,no,-357,yes,yes,unknown,28,may,318,2,-1,0,unknown,1
44,blue-collar,married,primary,no,194,yes,no,unknown,28,may,105,2,-1,0,unknown,1
40,technician,married,secondary,no,-378,yes,no,unknown,28,may,261,2,-1,0,unknown,1
24,self-employed,single,tertiary,no,931,yes,no,unknown,28,may,200,4,-1,0,unknown,1
32,technician,single,secondary,no,1210,yes,yes,unknown,28,may,267,4,-1,0,unknown,1
51,technician,divorced,secondary,no,329,yes,no,unknown,28,may,191,5,-1,0,unknown,1
28,management,single,tertiary,no,355,yes,yes,unknown,28,may,300,4,-1,0,unknown,1
45,admin.,married,secondary,no,25,yes,no,unknown,28,may,82,4,-1,0,unknown,1
32,admin.,married,secondary,no,739,yes,yes,unknown,28,may,153,3,-1,0,unknown,1
25,blue-collar,married,secondary,no,758,yes,no,unknown,28,may,504,3,-1,0,unknown,1
29,self-employed,married,secondary,no,542,no,no,unknown,28,may,104,3,-1,0,unknown,1
29,technician,single,secondary,no,740,yes,no,unknown,28,may,194,3,-1,0,unknown,1
38,blue-collar,married,primary,no,476,yes,no,unknown,28,may,212,4,-1,0,unknown,1
44,blue-collar,married,primary,no,3753,yes,no,unknown,28,may,122,4,-1,0,unknown,1
34,technician,single,secondary,no,1386,yes,yes,unknown,28,may,185,6,-1,0,unknown,1
31,technician,single,secondary,no,335,yes,no,unknown,28,may,87,5,-1,0,unknown,1
41,admin.,single,secondary,no,882,yes,yes,unknown,28,may,145,2,-1,0,unknown,1
35,blue-collar,married,secondary,no,-659,yes,yes,unknown,28,may,30,2,-1,0,unknown,1
40,blue-collar,married,secondary,no,-428,yes,no,unknown,28,may,585,3,-1,0,unknown,1
29,management,single,tertiary,no,119,yes,no,unknown,28,may,136,2,-1,0,unknown,1
26,blue-collar,married,secondary,no,245,yes,no,unknown,28,may,146,2,-1,0,unknown,1
59,technician,married,secondary,no,519,yes,no,unknown,28,may,90,8,-1,0,unknown,1
39,services,single,secondary,no,300,yes,yes,unknown,28,may,180,2,-1,0,unknown,1
33,services,single,secondary,no,91,no,yes,unknown,28,may,376,3,-1,0,unknown,1
43,technician,married,secondary,no,-496,yes,no,unknown,29,may,100,2,-1,0,unknown,1
50,management,married,secondary,no,-187,yes,no,unknown,29,may,31,2,-1,0,unknown,1
48,technician,married,secondary,no,219,yes,yes,unknown,29,may,154,4,-1,0,unknown,1
46,blue-collar,divorced,primary,no,571,yes,yes,unknown,29,may,93,1,-1,0,unknown,1
31,blue-collar,single,primary,no,-495,yes,no,unknown,29,may,334,2,-1,0,unknown,1
43,technician,single,secondary,no,11269,no,no,unknown,29,may,92,1,-1,0,unknown,1
28,blue-collar,married,secondary,no,2,yes,no,unknown,29,may,750,2,-1,0,unknown,1
40,admin.,married,unknown,no,3557,yes,no,unknown,29,may,332,1,-1,0,unknown,1
34,services,single,secondary,no,34,yes,yes,unknown,29,may,333,3,-1,0,unknown,1
42,blue-collar,single,primary,no,181,yes,no,unknown,29,may,118,2,-1,0,unknown,1
51,admin.,married,primary,no,943,yes,no,unknown,29,may,620,1,-1,0,unknown,1
41,blue-collar,married,secondary,no,1020,yes,no,unknown,29,may,276,1,-1,0,unknown,1
34,blue-collar,married,secondary,no,250,yes,no,unknown,29,may,193,6,-1,0,unknown,1
43,management,married,tertiary,no,724,yes,no,unknown,29,may,138,1,-1,0,unknown,1
59,technician,married,primary,no,4243,yes,no,unknown,29,may,233,1,-1,0,unknown,1
48,blue-collar,married,secondary,no,48,yes,yes,unknown,29,may,144,1,-1,0,unknown,1
35,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543,1,-1,0,unknown,2
53,retired,married,secondary,no,1004,yes,no,unknown,29,may,155,1,-1,0,unknown,1
50,technician,divorced,unknown,no,1328,yes,no,unknown,29,may,140,1,-1,0,unknown,1
33,management,married,tertiary,no,2508,yes,no,unknown,29,may,42,7,-1,0,unknown,1
24,student,single,secondary,no,1919,yes,no,unknown,29,may,127,4,-1,0,unknown,1
52,services,divorced,primary,no,130,yes,no,unknown,29,may,103,2,-1,0,unknown,1
35,technician,single,tertiary,no,485,yes,no,unknown,29,may,205,5,-1,0,unknown,1
30,services,single,secondary,no,179,yes,no,unknown,29,may,286,3,-1,0,unknown,1
41,management,married,tertiary,no,615,yes,no,unknown,29,may,37,1,-1,0,unknown,1
45,management,single,tertiary,no,2571,yes,no,unknown,29,may,54,1,-1,0,unknown,1
43,blue-collar,married,secondary,no,-111,yes,no,unknown,29,may,132,3,-1,0,unknown,1
42,technician,divorced,secondary,no,-106,yes,no,unknown,29,may,95,1,-1,0,unknown,1
45,technician,single,secondary,no,31,no,no,unknown,29,may,177,1,-1,0,unknown,1
50,blue-collar,married,primary,no,84,yes,no,unknown,29,may,179,1,-1,0,unknown,1
43,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,242,1,-1,0,unknown,1
31,services,married,secondary,no,3181,yes,no,unknown,29,may,128,7,-1,0,unknown,1
59,blue-collar,married,primary,no,748,no,no,unknown,29,may,184,1,-1,0,unknown,1
40,admin.,married,primary,no,1314,yes,no,unknown,29,may,284,1,-1,0,unknown,1
36,technician,single,unknown,no,0,yes,no,unknown,29,may,148,1,-1,0,unknown,1
27,technician,single,tertiary,no,3083,yes,no,unknown,29,may,244,2,-1,0,unknown,1
21,services,single,secondary,no,1903,yes,no,unknown,29,may,107,2,-1,0,unknown,1
37,blue-collar,married,secondary,no,-4,yes,yes,unknown,29,may,381,1,-1,0,unknown,1
26,technician,single,tertiary,no,813,yes,no,unknown,29,may,140,3,-1,0,unknown,1
39,technician,married,secondary,no,192,yes,yes,unknown,29,may,217,5,-1,0,unknown,1
50,retired,married,secondary,no,6998,yes,no,unknown,29,may,1196,1,-1,0,unknown,1
39,entrepreneur,married,tertiary,yes,1,yes,yes,unknown,29,may,102,1,-1,0,unknown,1
32,management,married,secondary,no,3935,yes,no,unknown,29,may,129,2,-1,0,unknown,1
57,blue-collar,married,primary,no,630,yes,no,unknown,29,may,52,1,-1,0,unknown,1
42,management,married,tertiary,no,1993,no,no,unknown,29,may,41,1,-1,0,unknown,1
42,blue-collar,married,secondary,no,130,yes,no,unknown,29,may,285,1,-1,0,unknown,1
40,blue-collar,married,secondary,no,327,yes,no,unknown,29,may,134,1,-1,0,unknown,1
30,services,divorced,secondary,no,1016,yes,no,unknown,29,may,14,1,-1,0,unknown,1
29,blue-collar,married,unknown,no,559,yes,no,unknown,29,may,182,2,-1,0,unknown,1
35,admin.,married,secondary,no,404,yes,no,unknown,29,may,539,1,-1,0,unknown,2
31,blue-collar,married,secondary,no,283,yes,yes,unknown,29,may,37,3,-1,0,unknown,1
43,technician,married,secondary,no,2041,yes,yes,unknown,29,may,162,5,-1,0,unknown,1
39,technician,divorced,secondary,no,394,yes,no,unknown,29,may,184,1,-1,0,unknown,1
37,management,single,secondary,no,34,yes,no,unknown,29,may,285,1,-1,0,unknown,1
44,blue-collar,married,secondary,no,72,yes,no,unknown,29,may,456,1,-1,0,unknown,1
52,technician,single,tertiary,no,1308,yes,no,unknown,29,may,361,1,-1,0,unknown,1
53,management,married,secondary,no,2895,yes,no,unknown,29,may,74,1,-1,0,unknown,1
41,blue-collar,married,secondary,no,193,yes,no,unknown,29,may,130,1,-1,0,unknown,1
40,unemployed,single,secondary,no,75,yes,no,unknown,29,may,203,1,-1,0,unknown,1
41,admin.,married,secondary,no,3279,yes,no,unknown,29,may,186,1,-1,0,unknown,1
40,services,married,secondary,no,1938,no,no,unknown,29,may,37,1,-1,0,unknown,1
55,management,married,tertiary,no,0,no,no,unknown,29,may,206,2,-1,0,unknown,1
54,admin.,married,tertiary,no,-690,yes,yes,unknown,29,may,230,4,-1,0,unknown,1
55,entrepreneur,divorced,tertiary,no,1119,no,no,unknown,29,may,283,1,-1,0,unknown,1
38,admin.,single,secondary,no,623,yes,yes,unknown,29,may,44,1,-1,0,unknown,1
54,admin.,married,secondary,no,426,yes,no,unknown,29,may,205,1,-1,0,unknown,1
43,technician,married,secondary,no,310,yes,no,unknown,29,may,291,1,-1,0,unknown,1
41,blue-collar,married,primary,no,262,yes,no,unknown,29,may,159,1,-1,0,unknown,1
38,retired,single,secondary,no,44,no,no,unknown,29,may,148,1,-1,0,unknown,1
52,services,married,secondary,no,2081,yes,no,unknown,29,may,150,1,-1,0,unknown,1
43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown,1
27,blue-collar,single,secondary,no,2486,yes,no,unknown,29,may,733,1,-1,0,unknown,2
36,entrepreneur,married,tertiary,no,1423,yes,no,unknown,29,may,193,1,-1,0,unknown,1
36,student,single,unknown,no,36,yes,no,unknown,29,may,705,1,-1,0,unknown,1
51,services,married,unknown,no,224,yes,no,unknown,29,may,52,3,-1,0,unknown,1
50,technician,married,secondary,no,1541,yes,no,unknown,29,may,744,1,-1,0,unknown,1
48,management,divorced,secondary,no,1598,yes,no,unknown,29,may,84,1,-1,0,unknown,1
44,blue-collar,married,primary,no,77,yes,no,unknown,29,may,23,1,-1,0,unknown,1
34,technician,divorced,tertiary,no,1242,yes,no,unknown,29,may,578,3,-1,0,unknown,1
48,management,married,tertiary,no,1533,no,no,unknown,29,may,358,1,-1,0,unknown,1
46,admin.,divorced,secondary,no,1939,yes,no,unknown,29,may,119,1,-1,0,unknown,1
51,blue-collar,married,secondary,no,2237,yes,no,unknown,29,may,619,1,-1,0,unknown,1
58,retired,married,secondary,no,32948,no,no,unknown,29,may,364,2,-1,0,unknown,1
35,blue-collar,married,secondary,no,765,yes,no,unknown,29,may,418,8,-1,0,unknown,1
45,technician,single,tertiary,no,1403,yes,no,unknown,29,may,111,1,-1,0,unknown,1
53,self-employed,married,tertiary,no,451,yes,no,unknown,29,may,56,2,-1,0,unknown,1
50,self-employed,married,secondary,no,6174,yes,yes,unknown,29,may,456,1,-1,0,unknown,1
42,blue-collar,married,primary,no,984,yes,no,unknown,29,may,109,1,-1,0,unknown,1
48,management,married,primary,no,1910,yes,no,unknown,29,may,413,2,-1,0,unknown,1
47,technician,married,secondary,no,72,no,no,unknown,29,may,278,1,-1,0,unknown,1
56,blue-collar,married,secondary,no,249,yes,no,unknown,29,may,791,2,-1,0,unknown,2
42,blue-collar,married,secondary,no,-972,yes,no,unknown,29,may,146,1,-1,0,unknown,1
54,technician,married,secondary,no,-939,yes,no,unknown,29,may,202,1,-1,0,unknown,1
53,blue-collar,married,primary,no,436,yes,no,unknown,29,may,154,1,-1,0,unknown,1
40,admin.,married,secondary,no,451,yes,yes,unknown,29,may,257,1,-1,0,unknown,1
37,blue-collar,married,secondary,no,11953,yes,yes,unknown,29,may,208,1,-1,0,unknown,1
26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1,0,unknown,1
46,blue-collar,married,secondary,no,176,no,no,unknown,29,may,131,1,-1,0,unknown,1
46,self-employed,married,secondary,no,0,no,no,unknown,29,may,137,1,-1,0,unknown,1
45,technician,married,secondary,no,0,yes,no,unknown,29,may,155,1,-1,0,unknown,1
56,admin.,married,secondary,no,1504,yes,no,unknown,29,may,66,2,-1,0,unknown,1
36,blue-collar,married,secondary,no,722,yes,no,unknown,29,may,103,7,-1,0,unknown,1
40,technician,married,secondary,no,1269,yes,no,unknown,29,may,656,1,-1,0,unknown,1
32,admin.,married,tertiary,no,118,no,no,unknown,29,may,358,10,-1,0,unknown,1
31,blue-collar,married,secondary,no,1017,yes,no,unknown,29,may,514,3,-1,0,unknown,1
56,blue-collar,married,primary,no,551,no,no,unknown,29,may,27,1,-1,0,unknown,1
23,services,single,secondary,no,0,yes,no,unknown,29,may,544,4,-1,0,unknown,1
29,unknown,single,unknown,no,209,no,no,unknown,29,may,346,6,-1,0,unknown,1
50,technician,married,secondary,no,841,yes,no,unknown,29,may,54,2,-1,0,unknown,1
39,services,married,secondary,no,1099,no,no,unknown,29,may,134,6,-1,0,unknown,1
55,management,married,tertiary,no,505,yes,yes,unknown,29,may,135,2,-1,0,unknown,1
35,self-employed,married,secondary,no,0,yes,no,unknown,29,may,633,6,-1,0,unknown,1
51,services,married,secondary,no,-178,yes,yes,unknown,29,may,48,1,-1,0,unknown,1
33,technician,single,tertiary,no,538,yes,no,unknown,29,may,359,2,-1,0,unknown,1
44,blue-collar,married,secondary,no,2523,yes,no,unknown,29,may,1236,2,-1,0,unknown,1
44,services,married,secondary,no,744,yes,no,unknown,29,may,574,1,-1,0,unknown,1
52,self-employed,married,secondary,no,-488,yes,no,unknown,29,may,322,1,-1,0,unknown,1
45,unemployed,divorced,secondary,no,3354,yes,no,unknown,29,may,746,1,-1,0,unknown,2
32,services,single,secondary,no,187,yes,no,unknown,29,may,315,1,-1,0,unknown,1
40,management,married,tertiary,no,832,yes,yes,unknown,29,may,126,1,-1,0,unknown,1
38,technician,single,secondary,no,2079,yes,yes,unknown,29,may,122,1,-1,0,unknown,1
53,technician,divorced,secondary,no,1301,yes,no,unknown,29,may,90,1,-1,0,unknown,1
26,technician,single,tertiary,no,77,yes,no,unknown,29,may,125,2,-1,0,unknown,1
33,technician,married,secondary,no,1072,no,yes,unknown,29,may,144,2,-1,0,unknown,1
44,blue-collar,married,unknown,no,15578,yes,no,unknown,29,may,401,1,-1,0,unknown,1
35,blue-collar,married,secondary,no,809,yes,yes,unknown,29,may,60,1,-1,0,unknown,1
44,technician,married,secondary,no,13761,yes,no,unknown,29,may,65,1,-1,0,unknown,1
42,blue-collar,married,secondary,no,790,yes,no,unknown,29,may,356,2,-1,0,unknown,1
58,unemployed,married,secondary,no,4497,yes,no,unknown,29,may,128,1,-1,0,unknown,1
43,services,married,secondary,no,-456,yes,no,unknown,29,may,102,4,-1,0,unknown,1
39,management,married,primary,no,1749,yes,no,unknown,29,may,46,1,-1,0,unknown,1
32,management,single,tertiary,no,537,no,no,unknown,29,may,187,3,-1,0,unknown,1
29,management,married,tertiary,no,1474,yes,yes,unknown,29,may,79,3,-1,0,unknown,1
41,services,married,secondary,no,1545,yes,no,unknown,29,may,390,3,-1,0,unknown,1
44,blue-collar,married,secondary,no,776,yes,no,unknown,29,may,306,1,-1,0,unknown,1
36,technician,married,secondary,no,1286,yes,yes,unknown,29,may,152,1,-1,0,unknown,1
34,technician,married,tertiary,no,285,yes,yes,unknown,29,may,223,4,-1,0,unknown,1
35,blue-collar,married,primary,yes,-1489,yes,yes,unknown,29,may,177,1,-1,0,unknown,1
57,technician,single,secondary,no,806,yes,no,unknown,29,may,77,1,-1,0,unknown,1
42,admin.,single,unknown,no,297,yes,no,unknown,29,may,106,1,-1,0,unknown,1
40,technician,single,primary,no,340,yes,no,unknown,29,may,146,1,-1,0,unknown,1
35,technician,single,tertiary,no,130,yes,no,unknown,29,may,125,1,-1,0,unknown,1
46,technician,married,secondary,no,1307,yes,no,unknown,29,may,404,1,-1,0,unknown,1
44,blue-collar,married,secondary,no,6491,yes,no,unknown,29,may,244,1,-1,0,unknown,1
31,blue-collar,single,secondary,no,2137,no,no,unknown,29,may,413,1,-1,0,unknown,1
26,services,married,secondary,no,611,yes,no,unknown,29,may,177,2,-1,0,unknown,1
51,technician,married,secondary,no,2402,yes,no,unknown,29,may,118,1,-1,0,unknown,1
42,management,married,secondary,no,2608,yes,no,unknown,29,may,201,1,-1,0,unknown,1
41,services,single,tertiary,no,285,yes,yes,unknown,29,may,135,1,-1,0,unknown,1
45,technician,married,secondary,no,59,yes,no,unknown,29,may,609,2,-1,0,unknown,1
52,retired,married,secondary,no,1052,yes,no,unknown,29,may,35,1,-1,0,unknown,1
52,management,married,tertiary,no,1177,yes,no,unknown,29,may,473,1,-1,0,unknown,1
41,management,married,secondary,no,689,yes,no,unknown,29,may,596,1,-1,0,unknown,1
47,unemployed,married,secondary,no,351,yes,yes,unknown,29,may,370,1,-1,0,unknown,1
39,blue-collar,married,primary,no,-388,yes,no,unknown,29,may,691,1,-1,0,unknown,1
52,technician,married,secondary,no,22755,yes,no,unknown,29,may,70,2,-1,0,unknown,1
48,management,divorced,tertiary,yes,-625,yes,no,unknown,29,may,125,2,-1,0,unknown,1
39,technician,divorced,secondary,no,1270,yes,no,unknown,29,may,245,4,-1,0,unknown,1
30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown,1
40,admin.,married,secondary,no,0,yes,yes,unknown,29,may,49,3,-1,0,unknown,1
51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,1
51,management,married,tertiary,no,0,yes,yes,unknown,29,may,410,5,-1,0,unknown,1
45,blue-collar,married,primary,no,180,yes,yes,unknown,29,may,150,1,-1,0,unknown,1
39,self-employed,married,primary,no,185,yes,no,unknown,29,may,513,3,-1,0,unknown,1
36,blue-collar,married,secondary,no,439,yes,no,unknown,29,may,179,2,-1,0,unknown,1
28,blue-collar,married,primary,no,10045,yes,no,unknown,29,may,169,4,-1,0,unknown,1
43,self-employed,married,unknown,no,6,yes,no,unknown,29,may,365,2,-1,0,unknown,1
48,blue-collar,married,secondary,no,5241,yes,no,unknown,29,may,158,1,-1,0,unknown,1
60,blue-collar,divorced,secondary,no,0,yes,no,unknown,29,may,1207,1,-1,0,unknown,2
41,technician,married,tertiary,no,816,yes,yes,unknown,29,may,159,1,-1,0,unknown,1
37,technician,single,secondary,no,3,yes,no,unknown,29,may,82,1,-1,0,unknown,1
33,technician,married,secondary,no,2099,yes,yes,unknown,29,may,42,3,-1,0,unknown,1
48,blue-collar,married,unknown,no,100,yes,no,unknown,29,may,206,1,-1,0,unknown,1
50,technician,married,secondary,no,7098,yes,no,unknown,29,may,92,1,-1,0,unknown,1
49,admin.,divorced,secondary,no,266,yes,no,unknown,29,may,162,2,-1,0,unknown,1
47,blue-collar,married,secondary,no,7985,yes,no,unknown,29,may,347,1,-1,0,unknown,1
47,blue-collar,married,secondary,no,812,yes,no,unknown,29,may,68,1,-1,0,unknown,1
41,blue-collar,single,unknown,no,961,yes,no,unknown,29,may,117,1,-1,0,unknown,1
52,technician,married,unknown,no,9687,yes,no,unknown,29,may,936,1,-1,0,unknown,1
48,unemployed,married,primary,no,551,yes,no,unknown,29,may,162,2,-1,0,unknown,1
39,blue-collar,married,secondary,yes,-16,no,no,unknown,29,may,285,2,-1,0,unknown,1
31,technician,married,tertiary,no,8,no,no,unknown,29,may,71,5,-1,0,unknown,1
35,services,single,secondary,no,918,yes,no,unknown,29,may,178,1,-1,0,unknown,1
33,services,married,secondary,no,-49,yes,no,unknown,29,may,89,2,-1,0,unknown,1
30,admin.,divorced,primary,no,1032,yes,no,unknown,29,may,52,5,-1,0,unknown,1
23,technician,married,secondary,no,8254,yes,no,unknown,29,may,409,3,-1,0,unknown,1
42,services,married,primary,no,91,yes,no,unknown,29,may,87,7,-1,0,unknown,1
32,services,married,secondary,no,250,yes,no,unknown,29,may,202,1,-1,0,unknown,1
50,services,married,primary,no,1132,yes,no,unknown,29,may,117,1,-1,0,unknown,1
36,technician,married,secondary,no,1466,yes,no,unknown,29,may,441,1,-1,0,unknown,1
51,entrepreneur,divorced,unknown,no,-57,yes,no,unknown,29,may,175,1,-1,0,unknown,1
39,technician,single,secondary,no,822,yes,yes,unknown,29,may,164,3,-1,0,unknown,1
54,management,married,tertiary,no,2452,yes,no,unknown,29,may,80,3,-1,0,unknown,1
36,self-employed,single,primary,no,235,yes,no,unknown,29,may,141,9,-1,0,unknown,1
26,technician,single,tertiary,no,8839,yes,no,unknown,29,may,932,3,-1,0,unknown,1
30,blue-collar,married,primary,no,1127,yes,no,unknown,29,may,13,1,-1,0,unknown,1
28,services,single,secondary,no,1736,yes,no,unknown,29,may,139,3,-1,0,unknown,1
35,technician,married,secondary,no,295,yes,no,unknown,29,may,882,2,-1,0,unknown,1
33,services,married,secondary,no,931,yes,no,unknown,29,may,263,3,-1,0,unknown,1
25,services,single,secondary,no,2798,yes,no,unknown,29,may,440,2,-1,0,unknown,1
38,admin.,single,secondary,no,2345,yes,no,unknown,29,may,174,2,-1,0,unknown,1
37,blue-collar,married,secondary,no,-141,yes,yes,unknown,29,may,76,3,-1,0,unknown,1
57,blue-collar,married,secondary,no,-353,no,yes,unknown,29,may,26,3,-1,0,unknown,1
35,blue-collar,married,secondary,no,628,yes,no,unknown,29,may,455,2,-1,0,unknown,1
31,blue-collar,married,primary,no,490,yes,no,unknown,29,may,180,2,-1,0,unknown,1
55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200,2,-1,0,unknown,1
51,blue-collar,married,primary,no,3170,yes,no,unknown,29,may,51,1,-1,0,unknown,1
56,technician,married,secondary,no,589,yes,no,unknown,29,may,535,2,-1,0,unknown,2
50,services,divorced,secondary,no,28,yes,yes,unknown,29,may,313,2,-1,0,unknown,1
36,management,single,tertiary,no,6450,yes,no,unknown,29,may,101,1,-1,0,unknown,1
40,technician,married,secondary,no,2715,yes,no,unknown,29,may,125,2,-1,0,unknown,1
28,technician,single,secondary,no,1,yes,no,unknown,29,may,364,3,-1,0,unknown,1
37,admin.,single,secondary,no,3049,yes,yes,unknown,29,may,153,1,-1,0,unknown,1
44,management,married,secondary,no,27,yes,no,unknown,29,may,158,1,-1,0,unknown,1
36,self-employed,single,secondary,no,3670,yes,no,unknown,29,may,617,2,-1,0,unknown,1
49,technician,married,secondary,no,2497,yes,no,unknown,29,may,99,1,-1,0,unknown,1
38,admin.,married,secondary,no,-762,no,no,unknown,29,may,165,1,-1,0,unknown,1
50,blue-collar,married,primary,no,414,yes,no,unknown,29,may,121,1,-1,0,unknown,1
44,services,married,secondary,no,361,yes,no,unknown,29,may,217,1,-1,0,unknown,1
37,blue-collar,married,secondary,no,672,yes,no,unknown,29,may,129,2,-1,0,unknown,1
36,blue-collar,married,secondary,no,959,yes,no,unknown,29,may,200,4,-1,0,unknown,1
33,blue-collar,married,secondary,no,-416,yes,no,unknown,29,may,431,2,-1,0,unknown,1
49,services,married,primary,no,5737,yes,no,unknown,29,may,417,2,-1,0,unknown,1
45,admin.,married,primary,no,895,yes,no,unknown,29,may,480,2,-1,0,unknown,1
51,blue-collar,divorced,primary,no,-413,yes,no,unknown,29,may,331,4,-1,0,unknown,1
50,management,married,unknown,no,914,yes,no,unknown,29,may,359,3,-1,0,unknown,1
53,blue-collar,married,unknown,no,1202,yes,no,unknown,29,may,332,2,-1,0,unknown,1
